                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.3778,                 1.2299,                   1.47,                0.70592,                0.62005,                 0.6797,                0.33274,                 1.7913,                 1.4085,                 1.9083,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.3619,                 1.2105,                 1.4623,                 0.6882,                 0.6918,                0.70472,                0.34669,                 1.7577,                 1.3075,                 1.9035,              0.0014654,              0.0014654,              0.0014654
                     30,                  1.356,                    1.2,                 1.4562,                0.72597,                0.65201,                0.67225,                0.33894,                 1.7122,                 1.3707,                 1.8732,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.3499,                 1.1909,                 1.4501,                0.73298,                0.67864,                 0.7125,                0.36105,                 1.7151,                 1.2748,                 1.8393,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.3487,                 1.1652,                 1.4378,                0.75147,                0.68182,                 0.7295,                0.36543,                  1.699,                 1.3223,                 1.8317,               0.001406,               0.001406,               0.001406
                     33,                 1.3292,                 1.1504,                 1.4306,                0.73366,                0.67186,                0.70502,                0.35425,                 1.7297,                 1.3585,                 1.8702,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.3019,                 1.1084,                 1.4188,                0.71339,                0.67056,                0.70303,                0.35419,                 1.7502,                 1.2943,                 1.9004,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.3184,                 1.1318,                 1.4264,                0.74354,                0.69069,                0.71731,                0.36147,                 1.7111,                 1.3036,                  1.865,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.3149,                 1.1102,                 1.4229,                0.77305,                 0.6796,                0.74741,                0.37894,                  1.717,                 1.2312,                 1.8475,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.3055,                 1.1187,                  1.414,                0.76825,                0.67989,                0.72118,                0.37829,                 1.6931,                 1.2398,                 1.8307,               0.001307,               0.001307,               0.001307
                     38,                 1.2924,                 1.0819,                 1.4026,                0.73882,                0.70875,                 0.7457,                0.38439,                 1.6832,                  1.207,                 1.8129,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2942,                 1.0893,                 1.4093,                0.74312,                0.69623,                0.72572,                0.36236,                 1.7458,                  1.257,                 1.8724,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2637,                 1.0672,                 1.3849,                0.76936,                0.69528,                0.74091,                0.36929,                 1.6928,                 1.1727,                 1.8137,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.2786,                   1.07,                  1.391,                0.78288,                0.72727,                0.76896,                0.39311,                 1.6859,                 1.1633,                 1.8259,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.2571,                 1.0496,                 1.3835,                0.81135,                 0.7009,                0.75845,                0.39306,                 1.6731,                 1.1869,                 1.8175,               0.001208,               0.001208,               0.001208
                     43,                 1.2669,                 1.0485,                 1.3725,                0.76128,                0.71508,                0.73595,                0.38048,                 1.6554,                 1.2092,                 1.8069,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2421,                 1.0375,                 1.3689,                0.78957,                0.70288,                0.75191,                0.40138,                 1.6495,                 1.1436,                 1.7951,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2306,                 1.0242,                 1.3606,                0.76533,                0.72616,                0.75436,                0.40373,                 1.6225,                 1.1261,                  1.765,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.2267,                 1.0058,                 1.3595,                0.81025,                0.73376,                0.77522,                0.41066,                 1.6379,                 1.0987,                 1.7757,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.2341,                 1.0009,                  1.362,                0.81505,                0.71729,                0.77626,                0.40996,                 1.6694,                 1.1214,                 1.7851,               0.001109,               0.001109,               0.001109
                     48,                 1.2219,                0.99899,                 1.3522,                0.77287,                0.69623,                0.74629,                0.40031,                  1.665,                 1.1452,                 1.8278,              0.0010892,              0.0010892,              0.0010892
                     49,                  1.221,                0.99013,                 1.3441,                0.80835,                0.72616,                0.77476,                0.41842,                 1.6531,                 1.0835,                 1.7883,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.2095,                0.98848,                 1.3452,                0.79617,                0.71021,                0.75201,                0.39841,                 1.6611,                 1.1313,                 1.8168,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.2106,                0.99421,                 1.3439,                0.80454,                0.71642,                0.76798,                0.41484,                 1.6007,                 1.0981,                 1.7476,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.1881,                0.95017,                 1.3215,                0.78801,                0.73392,                0.77379,                0.42113,                 1.6362,                 1.0888,                 1.7636,                0.00101,                0.00101,                0.00101
                     53,                 1.1952,                0.94899,                 1.3261,                0.81322,                0.76164,                0.78606,                0.42675,                 1.6119,                 1.0597,                 1.7636,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.1836,                0.94375,                 1.3314,                0.81902,                0.75499,                0.81001,                0.43248,                 1.6225,                 1.0253,                 1.7547,              0.0009704,              0.0009704,              0.0009704
                     55,                  1.174,                0.94581,                 1.3191,                0.82258,                0.74501,                0.79177,                0.43177,                 1.5891,                 1.0387,                  1.726,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.1794,                0.94705,                  1.321,                0.79097,                0.75277,                0.78496,                 0.4274,                 1.6104,                 1.0401,                 1.7595,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.1718,                0.92922,                 1.3179,                0.83194,                0.77051,                0.79986,                0.42912,                 1.6112,                 1.0121,                 1.7568,               0.000911,               0.000911,               0.000911
                     58,                 1.1679,                0.92424,                 1.3184,                0.81534,                0.77494,                0.80278,                0.43035,                 1.6073,                 1.0278,                 1.7531,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.1508,                0.89836,                 1.3007,                 0.8465,                0.75198,                0.80976,                 0.4469,                 1.5805,                0.99217,                 1.7323,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.1409,                0.89164,                  1.295,                0.82669,                 0.7615,                0.79848,                 0.4343,                 1.5886,                0.99695,                 1.7425,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.1266,                0.88834,                 1.2873,                0.84104,                0.74723,                0.79239,                 0.4362,                 1.6048,                 1.0304,                 1.7624,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.1433,                0.89583,                 1.2922,                0.84807,                0.74279,                0.79581,                 0.4404,                 1.5742,                 1.0055,                 1.7494,               0.000812,               0.000812,               0.000812
                     63,                 1.1427,                0.88632,                 1.2937,                0.84574,                0.78381,                0.82458,                0.44966,                 1.5673,                0.95856,                 1.7372,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.1292,                0.86695,                 1.2853,                0.83665,                0.76164,                0.79755,                0.44231,                  1.581,                 1.0114,                 1.7369,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.1366,                0.87088,                 1.2895,                0.81364,                0.78603,                0.81293,                0.43879,                 1.5623,                0.98325,                 1.7356,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.1092,                0.85411,                 1.2723,                0.83135,                0.76718,                0.82105,                0.45037,                 1.5472,                0.97426,                 1.7181,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.1168,                0.86088,                 1.2811,                0.81739,                0.79157,                  0.816,                0.45528,                 1.5443,                0.96384,                 1.7125,               0.000713,               0.000713,               0.000713
                     68,                 1.0965,                0.84273,                 1.2625,                0.85261,                0.76958,                0.82751,                0.46225,                 1.5505,                0.93581,                 1.7082,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.0922,                0.81585,                 1.2543,                0.84402,                0.78589,                0.82057,                0.44833,                 1.5803,                0.93541,                 1.7372,              0.0006734,              0.0006734,              0.0006734
                     70,                  1.094,                 0.8395,                 1.2554,                0.85566,                0.76895,                 0.8191,                0.45312,                 1.5893,                0.94371,                 1.7287,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.0837,                0.83394,                 1.2602,                0.85242,                0.78762,                0.81167,                0.44243,                 1.5859,                0.93968,                 1.7412,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.0703,                0.80958,                 1.2536,                0.83881,                0.79823,                0.81863,                0.45454,                 1.5597,                0.92963,                 1.7276,               0.000614,               0.000614,               0.000614
                     73,                 1.0786,                0.79837,                 1.2511,                0.84527,                 0.7949,                0.82481,                0.46635,                 1.5265,                0.91713,                 1.7055,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.0656,                0.79754,                 1.2429,                0.84662,                0.79712,                 0.8332,                0.46521,                 1.5573,                0.91745,                 1.7163,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.0571,                0.80963,                 1.2412,                0.85569,                0.79933,                0.83065,                0.46435,                 1.5475,                0.90775,                 1.7205,              0.0005546,              0.0005546,              0.0005546
                     76,                  1.057,                0.80182,                 1.2309,                0.83617,                0.79157,                0.82024,                  0.461,                 1.5644,                0.91571,                 1.7178,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.0416,                0.78507,                 1.2246,                0.85382,                0.78381,                0.81816,                0.46184,                  1.553,                0.90567,                  1.719,               0.000515,               0.000515,               0.000515
                     78,                 1.0333,                0.77346,                 1.2276,                0.85725,                0.80561,                0.84241,                0.46426,                 1.5475,                0.89265,                 1.7136,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.0336,                0.78233,                 1.2258,                0.85916,                0.81707,                 0.8345,                0.46514,                  1.556,                0.88824,                 1.7238,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.0475,                0.79435,                 1.2354,                0.86105,                0.78603,                0.83097,                0.46199,                 1.5605,                0.91881,                 1.7256,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.0202,                0.75672,                 1.2144,                0.85905,                0.77707,                0.82568,                0.46908,                 1.5278,                0.91531,                 1.6937,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.0263,                0.77452,                 1.2205,                0.84891,                0.80044,                0.83479,                0.47197,                 1.5181,                0.89603,                 1.6924,               0.000416,               0.000416,               0.000416
                     83,                 1.0208,                0.75949,                 1.2132,                0.85693,                0.80347,                 0.8402,                0.47531,                 1.5284,                0.89143,                 1.7018,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.0025,                0.75469,                 1.2068,                0.85521,                0.79933,                0.83539,                0.46815,                 1.5528,                0.89043,                 1.7224,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.0178,                 0.7556,                 1.2146,                0.86436,                0.80599,                0.84297,                0.46856,                 1.5617,                0.88162,                 1.7202,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.0011,                0.74907,                 1.2079,                0.87594,                0.80629,                0.84234,                0.47605,                 1.5421,                0.87283,                 1.7041,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.0006,                0.74853,                 1.2024,                  0.845,                 0.7978,                0.82881,                0.46803,                 1.5599,                0.89762,                 1.7337,               0.000317,               0.000317,               0.000317
                     88,                0.99467,                0.74502,                 1.1987,                0.87204,                0.81153,                0.84975,                0.47885,                 1.5208,                0.87458,                 1.6874,              0.0002972,              0.0002972,              0.0002972
                     89,                0.97707,                0.72427,                 1.2022,                0.87646,                0.78603,                0.84071,                0.47067,                 1.5231,                0.88418,                 1.7013,              0.0002774,              0.0002774,              0.0002774
                     90,                0.97053,                0.71885,                 1.1868,                0.87098,                0.79047,                0.84034,                0.47616,                 1.5279,                0.89148,                 1.7091,              0.0002576,              0.0002576,              0.0002576
                     91,                0.89467,                0.51551,                 1.1479,                0.84295,                0.81486,                 0.8375,                0.47458,                 1.5352,                0.87321,                 1.7067,              0.0002378,              0.0002378,              0.0002378
                     92,                0.86484,                0.49445,                 1.1303,                0.83738,                 0.8204,                0.83947,                0.47363,                 1.5396,                0.87106,                 1.7204,               0.000218,               0.000218,               0.000218
                     93,                0.85564,                0.48613,                 1.1255,                0.84664,                0.80791,                0.83674,                0.47949,                 1.5183,                0.86579,                 1.7134,              0.0001982,              0.0001982,              0.0001982
                     94,                0.85908,                0.48988,                 1.1325,                 0.8763,                 0.8011,                0.84018,                0.48221,                 1.5158,                0.85444,                 1.7051,              0.0001784,              0.0001784,              0.0001784
                     95,                0.84148,                0.48047,                 1.1193,                0.89024,                0.80026,                  0.844,                0.48324,                 1.5099,                0.84698,                 1.6956,              0.0001586,              0.0001586,              0.0001586
                     96,                0.82904,                0.46237,                 1.1085,                0.88239,                 0.8068,                0.85212,                0.49111,                 1.4927,                0.83947,                 1.6807,              0.0001388,              0.0001388,              0.0001388
                     97,                0.82399,                0.46198,                 1.1047,                  0.883,                 0.8071,                0.84609,                0.48808,                 1.4974,                 0.8459,                 1.6968,               0.000119,               0.000119,               0.000119
                     98,                0.82134,                 0.4611,                 1.1081,                0.88893,                 0.8082,                0.85142,                0.49196,                 1.4943,                0.83665,                 1.6924,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 0.8119,                0.46123,                 1.1043,                0.87882,                 0.8071,                 0.8469,                0.48994,                 1.4818,                0.83736,                 1.6783,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.81389,                0.45395,                  1.107,                0.88576,                0.80804,                 0.8508,                0.49264,                  1.485,                0.83901,                 1.6887,               5.96e-05,               5.96e-05,               5.96e-05
