                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.4557,                  1.357,                 1.5199,                0.75189,                0.55012,                0.59325,                0.31086,                 1.8434,                 2.0786,                 1.9666,                0.00166,                0.00166,                0.00166
                     20,                 1.4404,                 1.3453,                 1.5132,                0.78689,                0.53081,                0.58743,                0.31093,                 1.8958,                 2.3132,                 2.0355,                0.00164,                0.00164,                0.00164
                     21,                 1.4402,                 1.3206,                 1.5091,                0.79118,                0.54467,                0.60929,                 0.3296,                 1.7905,                 2.1694,                 1.9209,                0.00162,                0.00162,                0.00162
                     22,                 1.4073,                 1.3158,                 1.5006,                0.77314,                0.55876,                0.60633,                0.33007,                 1.8535,                 2.0905,                 1.9999,                 0.0016,                 0.0016,                 0.0016
                     23,                 1.4339,                 1.3047,                 1.5117,                0.78966,                0.54774,                0.61481,                0.33137,                 1.8286,                 2.0493,                 1.9104,                0.00158,                0.00158,                0.00158
                     24,                 1.4024,                 1.2792,                 1.4948,                0.77459,                0.55352,                0.59377,                0.32879,                 1.7742,                 2.0467,                 1.9392,                0.00156,                0.00156,                0.00156
                     25,                 1.4076,                 1.2442,                  1.482,                0.76833,                0.57072,                0.58716,                0.31462,                 1.8182,                 2.2063,                 1.9657,                0.00154,                0.00154,                0.00154
                     26,                 1.3858,                 1.2296,                 1.4677,                 0.8215,                0.57398,                0.64509,                0.36046,                 1.7426,                 1.9513,                 1.8776,                0.00152,                0.00152,                0.00152
                     27,                 1.3809,                  1.214,                 1.4716,                0.78765,                0.57503,                0.62789,                0.36248,                 1.7627,                 2.1334,                 1.9024,                 0.0015,                 0.0015,                 0.0015
                     28,                 1.3527,                  1.186,                 1.4523,                0.81178,                0.58604,                 0.6282,                 0.3485,                 1.7733,                  2.033,                 1.9074,                0.00148,                0.00148,                0.00148
                     29,                  1.346,                 1.1704,                 1.4432,                 0.7939,                0.58812,                0.63515,                0.35094,                 1.7939,                 2.0147,                 1.9225,                0.00146,                0.00146,                0.00146
                     30,                 1.3524,                 1.1785,                 1.4438,                 0.8226,                0.56611,                 0.6358,                0.35488,                 1.8256,                 2.0183,                 1.9704,                0.00144,                0.00144,                0.00144
                     31,                 1.3389,                 1.1557,                 1.4299,                0.82447,                0.58342,                0.64027,                0.36535,                 1.7443,                 1.9834,                 1.9002,                0.00142,                0.00142,                0.00142
                     32,                 1.3261,                 1.1294,                 1.4278,                0.80642,                0.59234,                0.63963,                0.35914,                 1.7618,                 1.9985,                 1.9104,                 0.0014,                 0.0014,                 0.0014
                     33,                 1.3223,                 1.1395,                  1.427,                0.82654,                0.58502,                0.62956,                0.34876,                 1.7589,                 2.0684,                 1.9317,                0.00138,                0.00138,                0.00138
                     34,                 1.3156,                 1.1155,                 1.4298,                 0.8352,                0.58972,                0.64763,                0.37262,                 1.7589,                 1.9517,                   1.91,                0.00136,                0.00136,                0.00136
                     35,                  1.292,                 1.0849,                    1.4,                0.84832,                0.60151,                0.65202,                0.37178,                 1.7317,                 1.9617,                 1.8778,                0.00134,                0.00134,                0.00134
                     36,                  1.303,                 1.1102,                 1.4134,                0.86286,                0.57439,                0.64834,                0.37665,                 1.7393,                 2.2081,                 1.8802,                0.00132,                0.00132,                0.00132
                     37,                 1.2856,                  1.076,                 1.3978,                0.83224,                0.61647,                0.65727,                0.38416,                 1.6925,                  2.006,                 1.8484,                 0.0013,                 0.0013,                 0.0013
                     38,                 1.2833,                 1.0694,                 1.3939,                0.84562,                0.60926,                0.66723,                0.38544,                 1.7037,                 1.9834,                 1.8591,                0.00128,                0.00128,                0.00128
                     39,                 1.2887,                 1.0736,                 1.3966,                0.83676,                0.60178,                0.65099,                0.37584,                 1.7023,                 2.0194,                 1.8538,                0.00126,                0.00126,                0.00126
                     40,                 1.2668,                 1.0456,                 1.3788,                0.85678,                 0.6086,                0.66186,                0.39432,                 1.6955,                 2.0331,                 1.8624,                0.00124,                0.00124,                0.00124
                     41,                 1.2758,                 1.0305,                 1.3822,                0.83642,                0.60627,                0.65018,                0.38728,                  1.715,                 2.0907,                 1.8821,                0.00122,                0.00122,                0.00122
                     42,                 1.2577,                 1.0182,                 1.3687,                0.84743,                0.60283,                0.65202,                0.38037,                 1.7478,                 2.0297,                 1.9216,                 0.0012,                 0.0012,                 0.0012
                     43,                 1.2455,                 1.0286,                 1.3707,                0.84931,                0.60913,                0.65319,                0.38539,                 1.7458,                 2.0316,                 1.8811,                0.00118,                0.00118,                0.00118
                     44,                 1.2335,                  1.005,                 1.3569,                0.85624,                0.60493,                0.65379,                0.39156,                 1.6859,                 2.0826,                 1.8434,                0.00116,                0.00116,                0.00116
                     45,                 1.2362,                 1.0016,                 1.3509,                0.85422,                  0.617,                0.65866,                0.39056,                 1.7091,                 2.0043,                 1.8746,                0.00114,                0.00114,                0.00114
