                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                  1.446,                 1.3483,                  1.514,                0.71556,                0.56984,                0.62751,                0.29348,                 1.8382,                 1.5005,                  1.938,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.4248,                  1.338,                 1.5159,                0.68324,                0.62306,                 0.6594,                0.31699,                 1.7759,                  1.453,                 1.9345,               0.001604,               0.001604,               0.001604
                     23,                 1.4175,                  1.316,                 1.5005,                0.60063,                0.62693,                  0.627,                0.29626,                 1.7636,                 1.4925,                 1.9209,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.3967,                 1.2952,                 1.4854,                0.70124,                0.61197,                0.63628,                0.31293,                 1.7965,                  1.395,                 1.9698,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.4058,                 1.2821,                 1.4945,                0.65708,                0.64191,                0.65612,                0.32233,                 1.7604,                 1.3962,                 1.9098,              0.0015446,              0.0015446,              0.0015446
                     26,                  1.373,                 1.2423,                 1.4767,                0.72954,                0.61604,                0.67348,                0.33431,                 1.7563,                  1.417,                 1.9426,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.3872,                 1.2253,                 1.4679,                 0.7323,                0.66186,                0.68675,                0.34969,                 1.7184,                 1.3147,                 1.8701,               0.001505,               0.001505,               0.001505
                     28,                  1.368,                 1.2344,                 1.4615,                0.74916,                0.64896,                0.69088,                0.34407,                 1.7239,                 1.3381,                 1.8821,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.3559,                 1.1855,                 1.4591,                0.72395,                0.66186,                0.69586,                0.34815,                 1.7636,                 1.3291,                 1.8933,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.3383,                 1.1795,                 1.4431,                0.68757,                0.64899,                0.66922,                0.33367,                 1.7638,                 1.3397,                 1.9017,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.3571,                 1.1822,                 1.4498,                0.76112,                0.68514,                0.72423,                 0.3747,                 1.6883,                 1.2737,                 1.8384,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.3315,                 1.1522,                 1.4346,                0.73833,                0.64127,                 0.6854,                0.35537,                 1.7389,                 1.3035,                 1.8809,               0.001406,               0.001406,               0.001406
                     33,                 1.3272,                 1.1462,                 1.4313,                0.74707,                 0.6287,                 0.6817,                0.34809,                 1.7426,                  1.388,                 1.8896,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.3201,                 1.1352,                 1.4277,                0.77056,                0.68883,                0.73317,                0.37697,                 1.7198,                 1.1971,                 1.8596,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.3231,                 1.1383,                 1.4285,                 0.7331,                0.70038,                0.72963,                0.37664,                 1.6763,                 1.2364,                 1.8085,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.3178,                 1.1245,                 1.4223,                0.77811,                0.65632,                0.71816,                0.36348,                  1.747,                 1.2545,                 1.8873,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.2939,                 1.0979,                 1.4008,                0.77166,                 0.6929,                0.73743,                0.38461,                 1.6903,                 1.1933,                  1.848,               0.001307,               0.001307,               0.001307
                     38,                 1.2917,                 1.0829,                 1.4016,                0.75244,                0.66851,                0.70178,                0.36148,                 1.6976,                 1.2269,                  1.864,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2742,                  1.068,                 1.3853,                0.77794,                0.71074,                 0.7565,                0.39527,                 1.7085,                  1.136,                 1.8473,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2677,                 1.0599,                 1.3852,                 0.7863,                0.70953,                0.74853,                 0.3907,                 1.6758,                 1.1529,                 1.8373,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.2806,                 1.0686,                  1.394,                0.74274,                0.73503,                0.74081,                0.39078,                 1.6571,                 1.1901,                 1.8059,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.2536,                  1.034,                 1.3793,                0.78671,                0.70732,                0.74438,                0.38647,                 1.6711,                  1.158,                 1.8332,               0.001208,               0.001208,               0.001208
                     43,                 1.2572,                 1.0276,                 1.3753,                0.75285,                0.73171,                0.74109,                0.38645,                 1.6949,                  1.174,                 1.8393,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2522,                 1.0249,                 1.3713,                0.78573,                 0.7306,                0.76609,                0.39745,                 1.6811,                  1.123,                  1.831,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2541,                  1.025,                 1.3741,                0.78411,                0.73282,                0.77993,                0.41564,                 1.6352,                 1.0854,                 1.7794,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.2401,                 1.0046,                 1.3648,                0.76346,                0.70135,                0.75144,                0.39899,                 1.6673,                 1.1318,                 1.7986,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.2403,                 0.9952,                 1.3652,                 0.7744,                0.73836,                0.75057,                0.39218,                 1.6835,                 1.1254,                 1.8222,               0.001109,               0.001109,               0.001109
                     48,                  1.215,                0.98276,                 1.3456,                0.81188,                0.72729,                0.77123,                0.41258,                 1.6462,                 1.1032,                 1.7803,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.2321,                0.97174,                 1.3521,                0.78892,                0.72926,                0.76591,                0.40801,                 1.6597,                 1.1064,                 1.7917,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.2248,                0.96649,                 1.3486,                 0.7935,                0.71619,                0.76702,                 0.4112,                 1.6312,                 1.0749,                 1.7717,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.2058,                0.96993,                 1.3365,                0.80969,                0.72638,                0.77146,                0.41148,                 1.6519,                 1.0704,                 1.7908,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.1928,                0.96772,                 1.3311,                0.79287,                0.69597,                0.74977,                0.40243,                 1.6596,                  1.076,                 1.8116,                0.00101,                0.00101,                0.00101
                     53,                 1.1882,                0.94645,                 1.3276,                0.78245,                0.73503,                0.78155,                0.41626,                 1.6439,                  1.064,                 1.7866,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.1813,                0.93509,                 1.3156,                0.81755,                0.73522,                0.78004,                0.41883,                 1.6333,                  1.053,                 1.8128,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.1719,                0.92923,                 1.3185,                0.80657,                0.74501,                 0.7952,                0.42776,                 1.6286,                 1.0572,                 1.7753,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.1596,                0.92426,                 1.3043,                 0.8067,                0.74491,                0.78686,                0.41709,                 1.6231,                  1.051,                 1.8098,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.1722,                0.91326,                 1.3116,                0.79991,                0.74834,                0.79262,                0.43565,                 1.6108,                 1.0288,                 1.7707,               0.000911,               0.000911,               0.000911
                     58,                 1.1556,                0.89895,                 1.3053,                 0.8109,                0.74641,                0.78293,                0.43483,                 1.6058,                 1.0271,                 1.7446,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.1639,                0.89938,                 1.3019,                0.76806,                0.72616,                0.77587,                0.42288,                 1.5954,                  1.056,                 1.7582,              0.0008714,              0.0008714,              0.0008714
                     60,                  1.139,                0.88251,                 1.2925,                0.78347,                0.77823,                0.80076,                0.42837,                 1.6315,                 1.0119,                 1.7894,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.1421,                 0.8883,                 1.2867,                0.79721,                0.71397,                0.78287,                0.43026,                 1.6015,                 1.0311,                 1.7514,              0.0008318,              0.0008318,              0.0008318
                     62,                  1.141,                0.88309,                 1.2934,                0.83436,                0.77827,                 0.8188,                0.43861,                  1.605,                0.97565,                 1.7531,               0.000812,               0.000812,               0.000812
                     63,                 1.1288,                0.87285,                 1.2853,                0.76721,                0.78558,                0.78802,                0.42294,                 1.6175,                0.99646,                 1.7936,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.1374,                0.86343,                  1.283,                0.82343,                0.74058,                0.79734,                0.43094,                 1.6094,                 1.0285,                 1.7613,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.1253,                0.86895,                   1.28,                0.84766,                0.74029,                0.80388,                0.43623,                  1.601,                0.99845,                 1.7472,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.1121,                0.83944,                 1.2646,                0.83474,                0.74834,                0.80165,                0.44087,                 1.5943,                0.96476,                  1.741,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.1176,                 0.8542,                 1.2763,                0.83811,                0.76718,                 0.8145,                0.45167,                 1.5871,                0.94933,                 1.7338,               0.000713,               0.000713,               0.000713
                     68,                 1.1006,                0.83271,                 1.2662,                0.84023,                0.76718,                0.80244,                0.44347,                 1.5704,                0.96765,                 1.7281,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.0879,                0.81179,                 1.2527,                0.83806,                0.76718,                0.81033,                0.45304,                 1.5712,                0.96073,                 1.7314,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.0867,                0.82219,                 1.2523,                0.80593,                0.77605,                 0.8084,                0.44822,                 1.5755,                0.95064,                 1.7468,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.0915,                0.82022,                 1.2579,                0.82441,                0.74612,                 0.7948,                0.43397,                 1.6086,                0.98535,                 1.7869,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.0747,                0.81555,                 1.2445,                0.83642,                0.77384,                0.81618,                0.45807,                 1.5809,                0.94395,                 1.7358,               0.000614,               0.000614,               0.000614
                     73,                 1.0784,                0.80774,                 1.2486,                0.83459,                0.77752,                0.82351,                0.46112,                 1.5657,                0.92735,                 1.7217,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.0762,                0.80237,                 1.2468,                0.84359,                0.75721,                0.82508,                0.46796,                 1.5442,                0.94299,                 1.7114,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.0649,                0.79334,                 1.2454,                0.84086,                0.76608,                 0.8174,                0.45447,                 1.5802,                0.94699,                 1.7575,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.0633,                0.78938,                 1.2406,                0.85545,                0.77418,                 0.8304,                0.46373,                 1.5757,                 0.9029,                 1.7355,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.0641,                0.78662,                  1.239,                0.81306,                0.78599,                0.80166,                0.44726,                 1.5832,                0.92268,                 1.7466,               0.000515,               0.000515,               0.000515
                     78,                 1.0526,                 0.7921,                 1.2324,                0.81809,                0.78279,                0.80865,                0.44611,                 1.5903,                0.92989,                 1.7527,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.0498,                0.77163,                 1.2348,                0.84858,                 0.7694,                0.81984,                0.45304,                 1.5822,                 0.9032,                 1.7586,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.0429,                0.76876,                 1.2239,                 0.8457,                0.77775,                0.82663,                0.46272,                 1.5704,                0.89493,                  1.736,              0.0004556,              0.0004556,              0.0004556
                     81,                  1.036,                0.76584,                 1.2153,                0.83213,                0.77489,                 0.8143,                0.45509,                 1.5788,                0.90331,                 1.7412,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.0332,                0.76513,                 1.2253,                0.85263,                0.77051,                0.82602,                0.46187,                  1.554,                0.89128,                  1.713,               0.000416,               0.000416,               0.000416
                     83,                 1.0196,                0.73621,                 1.2128,                0.85046,                0.78492,                0.81978,                0.46128,                 1.5483,                  0.895,                 1.7208,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.0251,                0.75513,                 1.2092,                0.85709,                0.78603,                0.83219,                0.46939,                 1.5509,                0.89753,                 1.7138,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.0228,                0.74736,                 1.2123,                0.84275,                0.79379,                0.82942,                0.46064,                 1.5578,                0.88908,                 1.7294,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.0129,                   0.73,                 1.2044,                0.85248,                0.78799,                0.83281,                0.46589,                 1.5552,                 0.8708,                 1.7383,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.0122,                0.73612,                 1.2059,                0.85114,                0.79933,                0.84002,                0.46827,                 1.5494,                0.87022,                 1.7411,               0.000317,               0.000317,               0.000317
                     88,                 1.0061,                0.74223,                 1.2041,                0.86839,                0.77162,                 0.8351,                0.46771,                 1.5404,                0.88397,                 1.7294,              0.0002972,              0.0002972,              0.0002972
                     89,                0.99278,                0.72395,                 1.2006,                0.85471,                0.78936,                  0.837,                0.47158,                 1.5289,                0.87727,                 1.7137,              0.0002774,              0.0002774,              0.0002774
                     90,                0.99201,                 0.7193,                 1.1916,                  0.848,                0.78271,                 0.8259,                0.47114,                 1.5341,                0.87505,                 1.7175,              0.0002576,              0.0002576,              0.0002576
                     91,                0.89307,                0.50735,                 1.1467,                0.86148,                0.77915,                0.83043,                0.47389,                 1.5294,                0.88882,                 1.7161,              0.0002378,              0.0002378,              0.0002378
                     92,                0.87366,                0.48653,                 1.1333,                0.85046,                0.79933,                0.83792,                0.47719,                 1.5257,                 0.8814,                 1.7149,               0.000218,               0.000218,               0.000218
                     93,                0.86335,                0.48245,                 1.1292,                0.86864,                0.77938,                0.83554,                0.47415,                 1.5213,                0.87379,                 1.7173,              0.0001982,              0.0001982,              0.0001982
                     94,                0.86036,                0.47985,                 1.1256,                0.85576,                0.78273,                0.83455,                0.47827,                  1.526,                0.88817,                 1.7174,              0.0001784,              0.0001784,              0.0001784
                     95,                0.84534,                 0.4707,                 1.1145,                0.83572,                0.79521,                0.83963,                0.47852,                 1.5208,                0.88161,                 1.7088,              0.0001586,              0.0001586,              0.0001586
                     96,                0.84125,                0.46833,                 1.1128,                0.86948,                0.77545,                0.83773,                0.48294,                 1.5106,                  0.873,                 1.7017,              0.0001388,              0.0001388,              0.0001388
                     97,                0.83872,                0.45921,                 1.1145,                0.87507,                0.77657,                0.83918,                 0.4853,                 1.5124,                0.86566,                 1.7025,               0.000119,               0.000119,               0.000119
                     98,                0.82613,                0.45886,                  1.103,                0.87987,                0.77951,                0.84376,                0.48818,                  1.507,                0.86328,                 1.6943,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.82734,                 0.4624,                 1.1022,                 0.8731,                0.77805,                0.84136,                0.48723,                 1.5117,                0.86142,                 1.7026,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.81599,                0.45601,                 1.0999,                0.87644,                0.77494,                 0.8431,                0.48496,                 1.5096,                0.85961,                 1.7058,               5.96e-05,               5.96e-05,               5.96e-05
