                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.1529,                0.76705,                 1.3406,                0.80016,                0.73688,                0.78714,                0.41927,                 1.6009,                  1.103,                  1.751,               0.000504,               0.000504,               0.000504
                     37,                 1.1297,                 0.7356,                 1.3231,                0.80624,                0.73725,                0.79215,                0.41828,                 1.6053,                 1.0846,                 1.7478,                0.00046,                0.00046,                0.00046
                     38,                 1.1047,                0.69017,                 1.3095,                0.78749,                0.75055,                0.77523,                0.41114,                 1.6074,                 1.0742,                 1.7625,               0.000416,               0.000416,               0.000416
                     39,                 1.0899,                 0.6782,                 1.3034,                0.81126,                0.75166,                0.80432,                0.44151,                 1.5957,                 1.0222,                  1.742,               0.000372,               0.000372,               0.000372
                     40,                 1.0763,                0.65723,                 1.2862,                0.83352,                0.75388,                0.81445,                0.43714,                 1.5912,                 1.0094,                 1.7481,               0.000328,               0.000328,               0.000328
                     41,                 1.0408,                  0.644,                 1.2591,                0.83095,                0.75745,                0.80993,                0.43687,                  1.584,                 1.0205,                   1.74,               0.000284,               0.000284,               0.000284
                     42,                 1.0358,                0.63429,                  1.253,                0.80879,                0.76164,                0.80915,                0.44555,                 1.5765,                 1.0006,                 1.7383,                0.00024,                0.00024,                0.00024
                     43,                 1.0245,                0.62383,                 1.2468,                0.84185,                0.77162,                0.82352,                0.45445,                 1.5619,                0.97088,                 1.7214,               0.000196,               0.000196,               0.000196
                     44,                 1.0088,                0.61113,                 1.2359,                0.83661,                0.78381,                0.82022,                0.45122,                 1.5499,                0.96298,                 1.7202,               0.000152,               0.000152,               0.000152
                     45,                0.99053,                0.59171,                  1.226,                0.84532,                0.77552,                0.82462,                0.45489,                 1.5432,                0.95669,                 1.7125,               0.000108,               0.000108,               0.000108
