                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.3409,                 1.1954,                 1.4407,                0.70371,                0.68182,                0.69063,                0.34581,                 1.7078,                 1.3017,                 1.8507,              0.0010892,              0.0010892,              0.0010892
                     26,                 1.3331,                  1.171,                  1.444,                0.71477,                0.65632,                0.69735,                0.34992,                  1.748,                 1.3145,                 1.8962,              0.0010496,              0.0010496,              0.0010496
                     27,                 1.3278,                 1.1625,                 1.4342,                0.71222,                0.65632,                0.69055,                0.34903,                 1.7282,                  1.319,                  1.869,                0.00101,                0.00101,                0.00101
                     28,                 1.3208,                  1.165,                 1.4333,                0.74994,                0.68182,                0.71515,                0.37315,                 1.7235,                 1.2776,                 1.8712,              0.0009704,              0.0009704,              0.0009704
                     29,                 1.3095,                 1.1456,                 1.4242,                0.76926,                0.66297,                0.71108,                0.35072,                 1.7651,                 1.2801,                 1.9141,              0.0009308,              0.0009308,              0.0009308
                     30,                 1.2939,                 1.1241,                 1.4127,                0.72072,                0.67184,                0.68549,                0.34829,                 1.7259,                 1.2927,                 1.8923,              0.0008912,              0.0008912,              0.0008912
                     31,                 1.2873,                 1.1163,                 1.4033,                0.76392,                 0.7103,                0.72804,                0.38146,                 1.6948,                 1.2197,                 1.8315,              0.0008516,              0.0008516,              0.0008516
                     32,                  1.274,                 1.0959,                 1.3972,                0.75287,                0.69237,                0.73867,                0.37605,                 1.6909,                  1.193,                 1.8049,               0.000812,               0.000812,               0.000812
                     33,                 1.2637,                 1.0619,                 1.3864,                0.74132,                0.73947,                0.73381,                 0.3878,                 1.6589,                 1.1914,                 1.8025,              0.0007724,              0.0007724,              0.0007724
                     34,                 1.2373,                 1.0233,                  1.366,                0.75504,                0.70177,                0.72374,                0.37544,                 1.7208,                  1.185,                 1.8617,              0.0007328,              0.0007328,              0.0007328
                     35,                 1.2431,                 1.0407,                 1.3777,                0.73757,                0.72506,                 0.7356,                0.39157,                 1.6359,                 1.1421,                 1.8009,              0.0006932,              0.0006932,              0.0006932
                     36,                 1.2359,                 1.0175,                 1.3627,                0.77392,                 0.7173,                0.76655,                 0.4002,                 1.6779,                 1.1287,                 1.8112,              0.0006536,              0.0006536,              0.0006536
                     37,                 1.2216,                 1.0124,                 1.3572,                 0.7703,                0.68514,                 0.7389,                0.39227,                 1.6534,                 1.1343,                 1.8369,               0.000614,               0.000614,               0.000614
                     38,                 1.1957,                0.96858,                 1.3423,                0.79176,                0.70177,                0.75061,                0.39545,                 1.6567,                  1.144,                 1.8262,              0.0005744,              0.0005744,              0.0005744
                     39,                 1.2051,                 0.9975,                 1.3523,                0.79395,                0.72616,                0.76617,                0.40786,                 1.6671,                 1.0988,                  1.831,              0.0005348,              0.0005348,              0.0005348
                     40,                 1.1752,                0.96236,                 1.3339,                0.80518,                0.74228,                0.77478,                 0.4191,                 1.6355,                 1.0723,                 1.7602,              0.0004952,              0.0004952,              0.0004952
                     41,                 1.1213,                0.72206,                 1.3101,                0.80332,                0.72452,                 0.7857,                0.42635,                 1.6169,                 1.0804,                  1.743,              0.0004556,              0.0004556,              0.0004556
                     42,                 1.1068,                0.69778,                 1.3035,                0.82684,                0.70937,                 0.7811,                0.41955,                 1.6082,                 1.0753,                 1.7416,               0.000416,               0.000416,               0.000416
                     43,                 1.0785,                0.66738,                 1.2873,                0.81644,                0.72981,                 0.7901,                0.43867,                 1.6071,                 1.0377,                 1.7623,              0.0003764,              0.0003764,              0.0003764
                     44,                 1.0676,                0.64988,                 1.2797,                 0.7954,                0.74131,                0.79826,                 0.4328,                 1.6067,                 1.0444,                 1.7576,              0.0003368,              0.0003368,              0.0003368
                     45,                 1.0315,                0.62431,                 1.2523,                0.81778,                0.77615,                0.81442,                0.44759,                 1.5753,                 1.0004,                 1.7366,              0.0002972,              0.0002972,              0.0002972
                     46,                 1.0212,                0.62023,                 1.2462,                0.82266,                0.78685,                0.81775,                0.45122,                 1.5692,                0.97033,                 1.7387,              0.0002576,              0.0002576,              0.0002576
                     47,                0.99862,                0.60985,                 1.2323,                0.82812,                0.77605,                0.81591,                0.45648,                  1.572,                0.98712,                 1.7368,               0.000218,               0.000218,               0.000218
                     48,                0.99702,                0.59724,                 1.2289,                0.83765,                0.76077,                0.81466,                0.45781,                 1.5624,                0.95687,                 1.7277,              0.0001784,              0.0001784,              0.0001784
                     49,                0.99248,                0.58659,                 1.2215,                0.83079,                0.77938,                0.81828,                0.45488,                 1.5614,                0.96374,                 1.7201,              0.0001388,              0.0001388,              0.0001388
                     50,                0.95673,                0.56915,                 1.2038,                0.84541,                0.76608,                0.81756,                0.46091,                 1.5524,                0.95976,                 1.7202,               9.92e-05,               9.92e-05,               9.92e-05
