                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.4313,                 1.3404,                 1.5535,                0.69315,                0.61356,                 0.6634,                0.31725,                 1.8118,                 1.4448,                 1.9786,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.4082,                  1.296,                 1.5295,                0.71863,                0.63143,                0.67541,                0.32915,                 1.7642,                    1.4,                 1.9289,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.3997,                 1.2919,                 1.5308,                0.72323,                 0.6541,                0.69938,                0.33702,                 1.7656,                 1.3528,                 1.9449,               0.001604,               0.001604,               0.001604
                     23,                 1.3862,                 1.2684,                 1.5143,                0.72631,                0.66196,                0.69312,                 0.3415,                 1.7365,                 1.3588,                 1.9185,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.3698,                 1.2423,                 1.5036,                0.72486,                0.60643,                0.64863,                0.32721,                 1.7547,                 1.4476,                  1.942,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.3791,                 1.2461,                 1.5062,                0.69483,                0.63858,                0.65139,                0.31656,                 1.7882,                 1.4134,                 1.9753,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.3422,                 1.1954,                 1.4757,                0.74069,                0.64917,                0.71464,                0.35219,                   1.74,                 1.2794,                 1.9349,              0.0015248,              0.0015248,              0.0015248
                     27,                   1.35,                  1.191,                 1.4803,                0.78072,                0.64341,                0.70585,                0.36466,                 1.7329,                  1.279,                 1.8896,               0.001505,               0.001505,               0.001505
                     28,                 1.3381,                 1.1778,                  1.473,                 0.7188,                 0.6943,                0.70619,                0.35998,                  1.704,                 1.2772,                 1.8886,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.3281,                 1.1524,                  1.466,                0.74132,                0.67738,                0.70742,                 0.3624,                 1.7112,                 1.2765,                 1.9124,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.2996,                 1.1275,                 1.4494,                0.74967,                 0.6541,                0.71618,                0.36214,                 1.7128,                 1.2821,                 1.8877,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.3114,                 1.1432,                 1.4439,                 0.7704,                 0.6882,                0.73807,                0.38154,                 1.6719,                 1.2329,                  1.872,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.2949,                 1.1169,                 1.4482,                0.78393,                0.68514,                0.75433,                0.39366,                 1.6916,                 1.1894,                  1.869,               0.001406,               0.001406,               0.001406
                     33,                 1.2867,                 1.0888,                 1.4317,                 0.7674,                0.69496,                0.73199,                 0.3791,                  1.684,                 1.2017,                  1.857,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.2715,                 1.0757,                 1.4213,                0.77994,                0.68293,                0.72804,                0.38379,                 1.7164,                 1.1847,                 1.9011,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.2771,                 1.0821,                 1.4246,                0.76772,                0.72949,                0.76807,                 0.4054,                 1.6699,                 1.1477,                 1.8606,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.2702,                 1.0635,                  1.417,                0.76254,                0.68736,                0.73538,                0.40023,                 1.6507,                 1.1565,                 1.8181,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.2461,                 1.0429,                  1.398,                0.78792,                0.70399,                0.74094,                0.38363,                 1.6833,                 1.1597,                  1.895,               0.001307,               0.001307,               0.001307
                     38,                 1.2473,                 1.0367,                  1.402,                0.75875,                0.68625,                  0.729,                0.38696,                 1.6763,                 1.1685,                 1.8791,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2529,                 1.0086,                 1.3954,                0.77186,                0.70143,                0.74273,                0.39864,                  1.661,                 1.1497,                 1.8283,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2332,                  1.017,                 1.3929,                 0.8011,                0.72506,                 0.7635,                0.40399,                 1.6532,                 1.1329,                  1.838,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.2259,                 1.0077,                 1.3848,                0.78816,                0.71508,                0.74718,                0.40913,                  1.645,                 1.1047,                 1.8366,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.2071,                0.98094,                 1.3822,                0.80155,                 0.7299,                0.76035,                0.39779,                 1.6513,                 1.1044,                 1.8296,               0.001208,               0.001208,               0.001208
                     43,                 1.2111,                0.98088,                 1.3769,                0.78049,                0.72532,                0.75785,                0.41211,                 1.6614,                 1.0905,                  1.862,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.2083,                0.96708,                 1.3703,                0.79454,                0.70067,                0.75345,                0.40436,                 1.6579,                 1.1141,                 1.8412,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.2011,                0.96293,                 1.3714,                0.79511,                0.75277,                0.76896,                0.41175,                 1.6588,                 1.0554,                 1.8421,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.1749,                0.94125,                 1.3512,                0.80663,                0.73533,                0.77608,                0.41852,                 1.6433,                 1.0784,                 1.8334,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.1892,                0.93272,                 1.3563,                0.82641,                0.72395,                0.77144,                0.40747,                 1.6515,                  1.053,                 1.8299,               0.001109,               0.001109,               0.001109
                     48,                 1.1684,                0.91986,                  1.343,                0.79474,                0.72949,                0.75186,                0.39387,                  1.667,                 1.0585,                 1.8424,              0.0010892,              0.0010892,              0.0010892
                     49,                  1.175,                 0.9066,                 1.3437,                0.81774,                0.73618,                0.77859,                0.42024,                 1.6241,                 1.0238,                 1.8224,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.1506,                0.90361,                  1.332,                 0.7849,                0.76864,                0.78411,                0.43092,                 1.6072,                 1.0091,                 1.7997,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.1328,                0.89771,                 1.3152,                0.85227,                0.70953,                0.79721,                0.44665,                  1.598,                0.99411,                 1.7641,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.1332,                0.88727,                 1.3228,                0.81477,                0.75586,                0.80168,                 0.4341,                   1.61,                 1.0072,                 1.7933,                0.00101,                0.00101,                0.00101
                     53,                 1.1129,                0.87707,                 1.3094,                0.83299,                0.73171,                0.79157,                0.43506,                  1.621,                 1.0051,                 1.7969,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.1124,                0.86033,                 1.3056,                 0.8296,                0.74612,                0.78529,                0.43534,                 1.6117,                0.99692,                 1.7919,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.1117,                0.85527,                 1.3086,                0.83837,                0.74756,                0.78848,                0.42012,                 1.6031,                0.99839,                 1.8165,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.0921,                0.85087,                 1.2875,                0.80982,                0.77273,                 0.7936,                0.44067,                 1.6019,                0.97531,                 1.7935,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.1012,                0.84647,                 1.2939,                0.85489,                0.75765,                0.79954,                0.45307,                 1.6126,                  0.941,                 1.8043,               0.000911,               0.000911,               0.000911
                     58,                 1.0932,                0.83509,                 1.2958,                0.82985,                0.75157,                 0.8034,                0.44093,                 1.6134,                0.98031,                 1.7955,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.0944,                0.82693,                 1.2845,                0.82147,                0.76011,                0.79061,                0.43854,                 1.6274,                0.99511,                 1.8157,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.0663,                0.81411,                 1.2728,                0.85119,                0.76731,                0.81207,                0.44025,                 1.6166,                0.95235,                 1.8201,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.0681,                0.81541,                 1.2678,                 0.8189,                0.74195,                0.79485,                0.43868,                 1.5934,                0.98945,                 1.8056,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.0624,                0.80992,                 1.2756,                0.84491,                0.79119,                 0.8199,                 0.4699,                 1.5586,                0.92556,                 1.7516,               0.000812,               0.000812,               0.000812
                     63,                   1.05,                0.79868,                 1.2608,                0.81809,                0.76784,                0.79429,                0.44716,                 1.5692,                0.94237,                 1.7672,              0.0007922,              0.0007922,              0.0007922
                     64,                  1.059,                0.78807,                 1.2627,                0.81085,                0.78825,                0.81091,                0.45948,                 1.5559,                0.94049,                 1.7653,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.0556,                0.79731,                 1.2639,                 0.8498,                0.75388,                0.81029,                 0.4601,                 1.5727,                0.93936,                 1.7779,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.0384,                0.76395,                 1.2454,                0.85674,                0.75831,                0.81309,                0.46647,                 1.5498,                0.91756,                 1.7586,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.0358,                0.78251,                 1.2522,                0.84072,                0.77273,                0.81271,                0.45356,                 1.5747,                0.91962,                 1.7806,               0.000713,               0.000713,               0.000713
                     68,                 1.0259,                0.76522,                 1.2424,                0.82576,                0.78381,                0.81593,                0.45841,                 1.5834,                0.92467,                 1.7768,              0.0006932,              0.0006932,              0.0006932
                     69,                   1.01,                 0.7571,                 1.2355,                0.84075,                0.79603,                0.82017,                0.46272,                  1.566,                0.89128,                 1.7768,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.0103,                 0.7417,                 1.2309,                 0.8488,                0.77172,                0.80312,                0.46062,                 1.5737,                0.90016,                 1.7855,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.0106,                0.74523,                 1.2334,                0.82933,                0.77035,                0.79333,                0.45107,                 1.5705,                0.92548,                 1.7934,              0.0006338,              0.0006338,              0.0006338
                     72,                0.99851,                0.73707,                  1.221,                0.84181,                0.76829,                0.79481,                0.45752,                 1.5652,                0.90297,                 1.7765,               0.000614,               0.000614,               0.000614
                     73,                0.99368,                0.73077,                 1.2191,                0.84088,                0.76718,                 0.7929,                0.46951,                 1.5467,                0.90268,                 1.7459,              0.0005942,              0.0005942,              0.0005942
                     74,                0.98716,                0.72344,                 1.2159,                0.83972,                0.76164,                0.80253,                0.46689,                 1.5444,                0.90389,                  1.767,              0.0005744,              0.0005744,              0.0005744
                     75,                0.97327,                0.71603,                 1.2111,                0.84472,                0.76275,                0.80538,                0.46143,                 1.5715,                 0.8993,                 1.7826,              0.0005546,              0.0005546,              0.0005546
                     76,                0.98314,                0.71501,                 1.2128,                0.84831,                 0.7688,                0.82153,                0.47374,                 1.5439,                0.86209,                 1.7444,              0.0005348,              0.0005348,              0.0005348
                     77,                0.96755,                0.70809,                 1.1997,                0.81506,                0.77494,                 0.7931,                 0.4601,                 1.5683,                0.88658,                 1.7824,               0.000515,               0.000515,               0.000515
                     78,                0.96316,                0.71229,                 1.1985,                0.84383,                0.75721,                0.80188,                0.46029,                 1.5712,                0.88401,                 1.7841,              0.0004952,              0.0004952,              0.0004952
                     79,                0.95295,                0.69652,                 1.1998,                0.84897,                0.78603,                0.81719,                0.46319,                  1.577,                0.86065,                 1.7909,              0.0004754,              0.0004754,              0.0004754
                     80,                0.94175,                0.68425,                 1.1882,                 0.8499,                 0.7949,                0.82701,                0.47056,                 1.5551,                0.85914,                  1.775,              0.0004556,              0.0004556,              0.0004556
                     81,                0.94247,                0.68457,                  1.183,                0.86585,                0.78492,                0.82315,                0.46413,                 1.5569,                0.85624,                 1.7821,              0.0004358,              0.0004358,              0.0004358
                     82,                0.94351,                0.69139,                  1.196,                0.83519,                 0.7816,                0.81121,                0.46477,                 1.5559,                0.87111,                 1.7666,               0.000416,               0.000416,               0.000416
                     83,                0.91766,                0.65642,                  1.174,                0.85958,                0.79933,                0.82482,                0.47874,                 1.5394,                0.83224,                 1.7525,              0.0003962,              0.0003962,              0.0003962
                     84,                0.93076,                0.66643,                 1.1782,                0.86603,                0.77402,                 0.8227,                 0.4828,                 1.5438,                0.81795,                 1.7553,              0.0003764,              0.0003764,              0.0003764
                     85,                0.92168,                0.66598,                  1.174,                0.85358,                0.77555,                0.82303,                0.47452,                 1.5425,                 0.8452,                 1.7658,              0.0003566,              0.0003566,              0.0003566
                     86,                0.92375,                0.65269,                 1.1742,                0.84118,                 0.7949,                0.81678,                0.47622,                 1.5297,                0.83083,                 1.7594,              0.0003368,              0.0003368,              0.0003368
                     87,                0.91277,                0.65197,                 1.1715,                0.84657,                 0.7949,                0.82635,                 0.4848,                 1.5261,                0.82394,                 1.7705,               0.000317,               0.000317,               0.000317
                     88,                0.90703,                0.65694,                 1.1698,                0.84634,                0.79712,                0.83007,                0.48062,                 1.5288,                0.82788,                 1.7685,              0.0002972,              0.0002972,              0.0002972
                     89,                 0.9014,                0.63603,                 1.1656,                0.85609,                0.80044,                0.83078,                0.48726,                 1.5162,                0.82612,                 1.7643,              0.0002774,              0.0002774,              0.0002774
                     90,                0.89036,                0.64355,                 1.1564,                0.84476,                 0.7949,                0.82917,                0.48874,                 1.5187,                0.81565,                 1.7637,              0.0002576,              0.0002576,              0.0002576
                     91,                0.78761,                0.43582,                  1.095,                0.84426,                0.80599,                0.82719,                0.48573,                  1.517,                0.82135,                 1.7592,              0.0002378,              0.0002378,              0.0002378
                     92,                0.77229,                0.42582,                 1.0829,                0.84869,                0.80217,                 0.8279,                0.48854,                 1.5171,                0.82682,                 1.7629,               0.000218,               0.000218,               0.000218
                     93,                0.76632,                0.42381,                 1.0789,                0.86292,                0.78165,                0.82624,                0.48758,                 1.5053,                 0.8135,                 1.7545,              0.0001982,              0.0001982,              0.0001982
                     94,                0.74757,                0.41279,                 1.0665,                0.84367,                0.81375,                 0.8388,                  0.495,                 1.5021,                0.81052,                 1.7486,              0.0001784,              0.0001784,              0.0001784
                     95,                0.74029,                 0.4087,                 1.0649,                0.85427,                0.80266,                0.83678,                0.49569,                 1.5008,                0.81442,                 1.7573,              0.0001586,              0.0001586,              0.0001586
                     96,                0.74154,                0.40683,                 1.0621,                0.86679,                0.78632,                0.82751,                0.49698,                  1.497,                0.81641,                 1.7531,              0.0001388,              0.0001388,              0.0001388
                     97,                0.72086,                0.40141,                 1.0568,                0.85596,                0.79379,                0.83251,                0.50294,                 1.4903,                0.81547,                 1.7569,               0.000119,               0.000119,               0.000119
                     98,                0.71928,                0.39453,                 1.0548,                 0.8503,                0.79976,                  0.836,                0.50392,                 1.4932,                0.81567,                 1.7642,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.71263,                0.39554,                 1.0505,                0.85802,                0.79933,                0.83778,                0.50462,                  1.494,                0.81006,                 1.7639,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.70245,                0.38661,                 1.0441,                0.87236,                0.78799,                0.83504,                0.50306,                 1.4953,                0.81643,                 1.7616,               5.96e-05,               5.96e-05,               5.96e-05
